libpam-modules-bin	1.4.0-11ubuntu2.6	amd64
libpam-modules:amd64	1.4.0-11ubuntu2.6	amd64
libpam-runtime	1.4.0-11ubuntu2.6	all
libpam0g:amd64	1.4.0-11ubuntu2.6	amd64
libpcap0.8:amd64	1.10.1-4ubuntu1.22.04.1	amd64
libpci3:amd64	1:3.7.0-6	amd64
libpcre2-8-0:amd64	10.39-3ubuntu0.1	amd64
libpcre3:amd64	2:8.39-13ubuntu0.22.04.1	amd64
libpcsclite1:amd64	1.9.5-3ubuntu1	amd64
libperl5.34:amd64	5.34.0-3ubuntu1.5	amd64
libpixman-1-0:amd64	0.40.0-1ubuntu0.22.04.1	amd64
libpmem1:amd64	1.11.1-3build1	amd64
libpng16-16:amd64	1.6.37-3ubuntu0.5	amd64
libpq5:amd64	14.23-0ubuntu0.22.04.1	amd64
libprocps8:amd64	2:3.3.17-6ubuntu2.1	amd64
libpsl5:amd64	0.21.0-1.2build2	amd64
libpython3-stdlib:amd64	3.10.6-1~22.04.1	amd64
libpython3.10-minimal:amd64	3.10.12-1~22.04.15	amd64
libpython3.10-stdlib:amd64	3.10.12-1~22.04.15	amd64
librdmacm1:amd64	39.0-1	amd64
libreadline8:amd64	8.1.2-1	amd64
librtmp1:amd64	2.4+20151223.gitfa8646d.1-2build4	amd64
libsasl2-2:amd64	2.1.27+dfsg2-3ubuntu1.2	amd64
libsasl2-modules-db:amd64	2.1.27+dfsg2-3ubuntu1.2	amd64
libseccomp2:amd64	2.5.3-2ubuntu3~22.04.1	amd64
libselinux1:amd64	3.3-1build2	amd64
libsemanage-common	3.3-1build2	all
libsemanage2:amd64	3.3-1build2	amd64
libsensors-config	1:3.6.0-7ubuntu1	all
libsensors5:amd64	1:3.6.0-7ubuntu1	amd64
libsepol2:amd64	3.3-1build1	amd64
libslirp0:amd64	4.6.1-1build1	amd64
libsmartcols1:amd64	2.37.2-4ubuntu3.5	amd64
libsnmp-base	5.9.1+dfsg-1ubuntu2.9	all
libsnmp40:amd64	5.9.1+dfsg-1ubuntu2.9	amd64
libspice-server1:amd64	0.15.0-2ubuntu4	amd64
libsqlite3-0:amd64	3.37.2-2ubuntu0.5	amd64
libss2:amd64	1.46.5-2ubuntu1.2	amd64
libssh-4:amd64	0.9.6-2ubuntu0.22.04.7	amd64
libssl3:amd64	3.0.2-0ubuntu1.23	amd64
libstdc++6:amd64	12.3.0-1ubuntu1~22.04.3	amd64
libsystemd0:amd64	249.11-0ubuntu3.20	amd64
libtasn1-6:amd64	4.18.0-4ubuntu0.2	amd64
libtinfo6:amd64	6.3-2ubuntu0.1	amd64
libtirpc-common	1.3.2-2ubuntu0.1	all
libtirpc-dev:amd64	1.3.2-2ubuntu0.1	amd64
libtirpc3:amd64	1.3.2-2ubuntu0.1	amd64
libudev1:amd64	249.11-0ubuntu3.21	amd64
libunistring2:amd64	1.0-1	amd64
libunwind8:amd64	1.3.2-2build2.1	amd64
liburing2:amd64	2.1-2build1	amd64
libusb-1.0-0:amd64	2:1.0.25-1ubuntu2	amd64
libusbredirparser1:amd64	0.11.0-2build1	amd64
libuuid1:amd64	2.37.2-4ubuntu3.5	amd64
libwayland-server0:amd64	1.20.0-1ubuntu0.1	amd64
libwrap0:amd64	7.6.q-31build2	amd64
libxau6:amd64	1:1.0.9-1build5	amd64
libxcb-randr0:amd64	1.14-3ubuntu3	amd64
libxcb1:amd64	1.14-3ubuntu3	amd64
libxdmcp6:amd64	1:1.1.3-0ubuntu5	amd64
libxml2:amd64	2.9.13+dfsg-1ubuntu0.11	amd64
libxslt1.1:amd64	1.1.34-4ubuntu0.22.04.5	amd64
libxtables12:amd64	1.8.7-1ubuntu5.2	amd64
libxxhash0:amd64	0.8.1-1	amd64
libzstd1:amd64	1.4.8+dfsg-3build1	amd64
linux-libc-dev:amd64	5.15.0-181.191	amd64
locales	2.35-0ubuntu3.13	all
login	1:4.8.1-2ubuntu2.2	amd64
logsave	1.46.5-2ubuntu1.2	amd64
lsb-base	11.1.0ubuntu4	all
lua-lpeg:amd64	1.0.2-1	amd64
mawk	1.3.4.20200120-3	amd64
media-types	7.0.0	all
mount	2.37.2-4ubuntu3.5	amd64
mtd-utils	1:2.1.4-1	amd64
ncurses-base	6.3-2ubuntu0.1	all
ncurses-bin	6.3-2ubuntu0.1	amd64
net-tools	1.60+git20181103.0eebece-1ubuntu5.4	amd64
netbase	6.3	all
netcat-openbsd	1.218-4ubuntu1	amd64
nmap	7.91+dfsg1+really7.80+dfsg1-2ubuntu0.1	amd64
nmap-common	7.91+dfsg1+really7.80+dfsg1-2ubuntu0.1	all
openssl	3.0.2-0ubuntu1.25	amd64
p7zip	16.02+dfsg-8	amd64
p7zip-full	16.02+dfsg-8	amd64
passwd	1:4.8.1-2ubuntu2.2	amd64
pci.ids	0.0~2022.01.22-1ubuntu0.1	all
perl	5.34.0-3ubuntu1.5	amd64
perl-base	5.34.0-3ubuntu1.5	amd64
perl-modules-5.34	5.34.0-3ubuntu1.5	all
postgresql	14+238	all
postgresql-14	14.23-0ubuntu0.22.04.1	amd64
postgresql-client	14+238	all
postgresql-client-14	14.23-0ubuntu0.22.04.1	amd64
postgresql-client-common	238	all
postgresql-common	238	all
procps	2:3.3.17-6ubuntu2.1	amd64
python3	3.10.6-1~22.04.1	amd64
python3-binwalk	2.3.3+dfsg1-2	all
python3-distutils	3.10.8-1~22.04	all
python3-lib2to3	3.10.8-1~22.04	all
python3-magic	2:0.4.24-2	all
python3-minimal	3.10.6-1~22.04.1	amd64
python3-pip	22.0.2+dfsg-1ubuntu0.7	all
python3-pkg-resources	59.6.0-1.2ubuntu0.22.04.3	all
python3-psycopg2	2.9.2-1build2	amd64
python3-setuptools	59.6.0-1.2ubuntu0.22.04.3	all
python3-wheel	0.37.1-2ubuntu0.22.04.1	all
python3.10	3.10.12-1~22.04.15	amd64
python3.10-minimal	3.10.12-1~22.04.15	amd64
qemu-system-arm	1:6.2+dfsg-2ubuntu6.30	amd64
qemu-system-common	1:6.2+dfsg-2ubuntu6.30	amd64
qemu-system-data	1:6.2+dfsg-2ubuntu6.30	all
qemu-system-mips	1:6.2+dfsg-2ubuntu6.30	amd64
qemu-system-x86	1:6.2+dfsg-2ubuntu6.30	amd64
qemu-utils	1:6.2+dfsg-2ubuntu6.30	amd64
readline-common	8.1.2-1	all
rpcsvc-proto	1.4.2-0ubuntu6	amd64
seabios	1.15.0-1	all
sed	4.8-1ubuntu2.1	amd64
sensible-utils	0.0.17	all
snmp	5.9.1+dfsg-1ubuntu2.9	amd64
squashfs-tools	1:4.5-3build1	amd64
ssl-cert	1.1.2	all
sudo	1.9.9-1ubuntu2.6	amd64
sysvinit-utils	3.01-1ubuntu1	amd64
tar	1.34+dfsg-1ubuntu0.1.22.04.2	amd64
tzdata	2026a-0ubuntu0.22.04.1	all
ubuntu-keyring	2021.03.26	all
ucf	3.0043	all
udev	249.11-0ubuntu3.21	amd64
uml-utilities	20070815.4-1	amd64
unzip	6.0-26ubuntu3.2	amd64
usrmerge	25ubuntu2	all
util-linux	2.37.2-4ubuntu3.5	amd64
vlan	2.0.5ubuntu5	all
wget	1.21.2-2ubuntu1.1	amd64
zlib1g-dev:amd64	1:1.2.11.dfsg-2ubuntu9.2	amd64
zlib1g:amd64	1:1.2.11.dfsg-2ubuntu9.2	amd64
